objid,author_ML_score,protege_score,protege_rank,ra,dec,peak_flux,x,y,original_image,obj_size_pixels,evaluation_subset_author_ML_score
img73_isl1102,-1,2.3678254090636326,1349,125.8672,-57.5753,0.05865508573507,808,310,J0820.9-5704_aFix_pol_I_Farcsec_5pln_cor.FITS,128,-1
img102_isl132,-1,2.367122105215742,1350,161.87,-71.056,0.00033392136515,156,961,J1040.7-7047_aFix_pol_I_Farcsec_5pln_cor.FITS,64,-1
img57_isl3702,-1,2.3669287573489832,1351,229.0138,-46.907,0.00659962460546,3004,699,J1518.3-4632_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img101_isl4751,-1,2.3669113466976768,1352,189.6598,-48.6977,0.00013739120379,2484,964,J1240.2-4825_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img40_isl3751,-1,2.36689053540899,1353,63.7861,-55.1465,0.00501086249114,2388,2512,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,62,-1
img74_isl2382,-1,2.366266718841989,1354,212.7727,-42.6844,0.02016043274423,1403,1995,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,59,-1
img102_isl1716,-1,2.366197685795937,1355,160.6347,-70.9312,0.00589111019012,1308,1340,J1040.7-7047_aFix_pol_I_Farcsec_5pln_cor.FITS,80,-1
img13_isl4035,-1,2.365778857938314,1356,22.5012,-14.0754,0.02481260157812,3236,303,Abell_209_aFix_pol_I_Farcsec_5pln_cor.FITS,57,2
img4_isl250,-1,2.36575815645769,1357,37.1887,-41.8781,0.00777542720334,204,1813,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,93,2
img5_isl6043,-1,2.3657397015394355,1358,113.2668,-75.6348,0.00186836813735,2637,198,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,92,2
img62_isl2479,-1,2.365702201270316,1359,85.9176,-41.4063,0.00015246376543,1285,561,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img34_isl3398,-1,2.365701403279409,1360,10.6711,-20.7964,0.00218785671979,2215,1224,Abell_2813_noFix_pol_I_Farcsec_5pln_cor.FITS,45,-1
img20_isl1343,-1,2.365509675420747,1361,85.4444,-43.553,0.04184060497615,930,1291,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,82,-1
img61_isl904,-1,2.364829666213668,1362,116.9163,-53.8778,0.00121528600421,696,2410,J0745.1-5404_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img49_isl2536,-1,2.364545114433457,1363,123.2332,-57.1792,0.00016300114954,1634,1977,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,38,-1
img15_isl1922,-1,2.364526369810146,1364,191.8823,-41.1904,0.00359260595659,2416,2065,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img70_isl1985,-1,2.3642299779713083,1365,81.612,-46.7812,0.03527352349908,1440,3079,J0525.8-4715_aFix_pol_I_Farcsec_5pln_cor.FITS,100,-1
img47_isl1443,-1,2.362726570505366,1366,99.7921,-48.7372,0.00021617815252,889,1024,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,61,-1
img0_isl4056,-1,2.362407950299489,1367,95.3256,-55.861,0.00010496448474,3333,249,J0625.2-5521_aFix_pol_I_Farcsec_5pln_cor.FITS,21,-1
img13_isl3346,-1,2.362403313527626,1368,22.7428,-13.6898,0.06715626305223,2531,1466,Abell_209_aFix_pol_I_Farcsec_5pln_cor.FITS,90,2
img95_isl442,-1,2.3618825247718656,1369,87.0798,-47.8169,0.00056105888326,372,2077,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img0_isl4051,-1,2.3610395544244747,1370,95.3296,-55.6803,0.00064403176153,3334,770,J0625.2-5521_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img72_isl4844,-1,2.359824125123541,1371,215.3911,-53.9452,0.05968914166013,2643,2468,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,90,-1
img60_isl193,-1,2.359237486595018,1372,181.0714,-46.4633,0.00056620623074,133,1580,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,57,3
img107_isl3767,-1,2.358998064025486,1373,44.0537,-21.625,0.20287391920115,2704,3276,MACS_J0257.6-2209_aFix_pol_I_Farcsec_5pln_cor.FITS,126,-1
img13_isl1539,-1,2.357812860075347,1374,23.166,-13.1819,0.00083640462185,1291,2997,Abell_209_aFix_pol_I_Farcsec_5pln_cor.FITS,58,2
img108_isl4352,-1,2.356776377810241,1375,84.5616,-40.9372,6.437731192e-05,2740,1451,J0540.1-4050_aFix_pol_I_Farcsec_5pln_cor.FITS,41,4
img87_isl2377,-1,2.3562751032622846,1376,250.6685,-74.1046,0.0069728208796,2307,223,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,60,-1
img24_isl772,-1,2.3557551318725225,1377,6.7618,-11.962,0.00313334837532,631,2923,MACSJ_0025.4-1222B_aFix_pol_I_Farcsec_5pln_cor.FITS,71,-1
img74_isl4603,-1,2.355660732676228,1378,212.1993,-42.7947,0.00141571336165,2615,1676,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img66_isl2789,-1,2.3553758334349792,1379,108.0913,-61.0722,0.00945444816966,1633,86,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,89,2
img83_isl3416,-1,2.354798432669422,1380,57.5509,-74.1645,0.00036433878033,2193,1350,J0352.4-7401_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img63_isl2105,-1,2.3547874294858984,1381,64.567,-12.2457,0.01154727410975,1243,758,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,78,-1
img81_isl5987,-1,2.352933032680929,1382,305.1926,-55.479,0.00031850537759,2805,2049,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,62,-1
img79_isl207,-1,2.3526741256757435,1383,16.517,-49.2617,0.00058418716877,238,1763,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,69,2
img48_isl3460,-1,2.3521858819481865,1384,72.067,-3.4009,0.00624337256628,3373,447,PLCK_G200.9-28.2_aFix_pol_I_Farcsec_5pln_cor.FITS,85,-1
img68_isl2432,-1,2.352090944673527,1385,349.9411,-68.0996,7.341404627e-05,1634,1014,J2319.2-6750_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img113_isl2375,-1,2.351798868467033,1386,119.6347,-52.7182,0.10514192947265,1395,3299,J0757.7-5315_aFix_pol_I_Farcsec_5pln_cor.FITS,96,-1
img28_isl5039,-1,2.351713903939293,1387,33.3146,-48.5035,0.00327578174785,3337,1106,J0216.3-4816_aFix_pol_I_Farcsec_5pln_cor.FITS,45,2
img12_isl5593,-1,2.351513260114243,1388,349.3082,-84.6685,0.00037032338617,3235,3096,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img13_isl1056,-1,2.351126000808681,1389,23.2826,-14.0699,0.01300315660351,951,320,Abell_209_aFix_pol_I_Farcsec_5pln_cor.FITS,75,2
img78_isl4737,-1,2.350552880343064,1390,2.9603,-29.8509,0.0023555064513,3394,3408,Abell_2744_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img8_isl2684,-1,2.350487039869737,1391,342.4042,-44.537,0.0008588554564,1330,1783,Abell_S1063_nofix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img30_isl596,-1,2.3502731185165224,1392,259.2865,-82.5573,0.00592571625697,620,603,J1705.1-8210_aFix_pol_I_Farcsec_5pln_cor.FITS,85,2
img4_isl6095,-1,2.349806727130651,1393,35.9352,-42.4027,0.00163376766833,2882,305,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,63,2
img60_isl3965,-1,2.349672617729942,1394,180.2259,-46.5154,0.00036032843951,1888,1432,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,63,2
img40_isl5805,-1,2.3488708686473405,1395,63.1572,-55.5983,0.00113907002165,3404,1200,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,56,-1
img47_isl1838,-1,2.3487085921943938,1396,99.6866,-48.0636,0.00046887355034,1089,3055,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,62,-1
img74_isl1147,-1,2.348396542421311,1397,213.0755,-42.8893,0.00218585437839,765,1403,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img7_isl58,-1,2.3483163025260327,1398,152.0609,-83.2302,0.00062884197625,69,2360,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,57,2
img60_isl5534,-1,2.3479256499037104,1399,179.8691,-46.6724,4.133565626e-05,2626,957,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,22,1
img44_isl748,-1,2.347636994095938,1400,7.5576,-50.3103,0.08246916466181,407,1550,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,83,-1
img72_isl3408,-1,2.347436630545505,1401,215.8505,-54.1637,0.00366207757445,1864,1842,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img50_isl4116,-1,2.3473582979869203,1402,61.1057,-71.2038,0.00066729501905,2271,1931,J0406.7-7116_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img15_isl22,-1,2.3472237185252167,1403,192.9864,-41.6307,0.00109446612186,35,791,J1248.7-4118_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img92_isl3970,-1,2.3470839618653807,1404,32.9843,-47.4419,0.01665608224874,2197,837,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img31_isl2509,-1,2.3468614629659976,1405,83.0435,-11.9376,0.00172667351902,1892,592,Abell_545_aFix_pol_I_Farcsec_5pln_cor.FITS,58,-1
img19_isl4472,-1,2.3466833785156216,1406,175.9754,-53.7669,0.00018714126586,2470,3381,J1145.6-5420_aFix_pol_I_Farcsec_5pln_cor.FITS,54,2
img35_isl334,-1,2.3463144538966456,1407,105.5932,-56.2791,0.00115696571661,188,761,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img35_isl5421,-1,2.3462581062872587,1408,103.6342,-55.7809,0.00076316201331,3340,2195,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img96_isl1928,-1,2.3459928127939493,1409,233.8272,-46.6368,0.00476998476144,1650,2715,J1535.1-4658_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img12_isl4250,-1,2.3454133594473503,1410,352.5377,-84.9048,9.541771143e-05,2350,2483,J2340.1-8510_aFix_pol_I_Farcsec_5pln_cor.FITS,35,-1
img99_isl1285,-1,2.3453988583811856,1411,351.3194,-41.2045,0.00573639873194,1653,1750,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,79,-1
img25_isl2409,-1,2.344338713797299,1412,45.9954,-77.7357,0.0004396398328,1696,2112,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,69,-1
img29_isl5010,-1,2.344016116823782,1413,93.855,-47.4185,9.622664989e-05,2447,2839,J0616.8-4748_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img103_isl3026,-1,2.343823846923128,1414,26.2687,-53.3837,0.00021645006925,1713,663,J0145.0-5300_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img22_isl3156,-1,2.3434873023811456,1415,356.8738,-27.6395,5.409845121e-05,1824,3506,Abell_4038_aFix_pol_I_Farcsec_5pln_cor.FITS,25,-1
img95_isl1294,-1,2.342795646431746,1416,86.7916,-47.4309,0.00126457146326,923,3193,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,59,-1
img66_isl4451,-1,2.342486350638917,1417,107.4035,-60.1119,0.00027373988517,2618,2847,J0712.0-6030_aFix_pol_I_Farcsec_5pln_cor.FITS,34,2
img87_isl3122,-1,2.342302099431197,1418,249.9953,-73.0213,0.01034484429926,2918,3380,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,116,-1
img73_isl2573,-1,2.342278659728426,1419,125.3554,-56.8802,0.00161896644612,1632,2410,J0820.9-5704_aFix_pol_I_Farcsec_5pln_cor.FITS,77,-1
img27_isl1163,-1,2.341486438328674,1420,16.0415,-21.737,0.19389852814992,819,2238,Abell_133_aFix_pol_I_Farcsec_5pln_cor.FITS,113,-1
img108_isl3345,-1,2.341427430836501,1421,84.836,-40.668,0.00015952163033,2145,2229,J0540.1-4050_aFix_pol_I_Farcsec_5pln_cor.FITS,38,3
img80_isl3468,-1,2.341179006698831,1422,198.2255,-25.3264,0.13491191496543,2826,1594,RXCJ1314_aFix_pol_I_Farcsec_5pln_cor.FITS,116,1
img38_isl5122,-1,2.341067387297936,1423,25.5884,-60.5178,0.00161825883656,2764,1858,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img41_isl1121,-1,2.340543530959962,1424,20.1353,-54.7712,0.010660144517,608,2163,J0117.8-5455_aFix_pol_I_Farcsec_5pln_cor.FITS,67,-1
img57_isl1666,-1,2.3396111001166395,1425,229.7,-46.1798,0.00107997729281,1588,2895,J1518.3-4632_aFix_pol_I_Farcsec_5pln_cor.FITS,55,-1
img38_isl4210,-1,2.339577340425341,1426,25.9683,-60.4577,0.00228631700118,2226,2036,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,71,-1
img94_isl2424,-1,2.339287463133071,1427,49.6601,-44.7275,0.00246328808753,1389,321,J0317.9-4414_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img81_isl3862,-1,2.339044913178639,1428,305.7741,-55.4615,0.00050150558008,1856,2105,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,66,-1
img71_isl3181,-1,2.338321380661463,1429,12.8565,-48.3226,0.00019089527782,1614,2411,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,66,-1
img93_isl4652,-1,2.337485857057907,1430,3.3791,-65.6458,7.317320356e-05,1964,2970,J0014.3-6604_aFix_pol_I_Farcsec_5pln_cor.FITS,23,-1
img67_isl2761,-1,2.3372150085878705,1431,52.2127,-55.6653,0.00026811617579,1712,1952,J0328.6-5542_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img102_isl615,-1,2.3367249871158804,1432,161.468,-71.3598,0.00054904679523,550,95,J1040.7-7047_aFix_pol_I_Farcsec_5pln_cor.FITS,76,-1
img47_isl118,-1,2.336263029294284,1433,100.188,-48.7107,0.00296839752857,101,1097,J0637.3-4828_aFix_pol_I_Farcsec_5pln_cor.FITS,40,-1
img11_isl1172,-1,2.3358192741606563,1434,10.7341,-9.2643,0.00129627237804,972,1970,Abell_85_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img107_isl4131,-1,2.335571587178848,1435,43.9149,-21.8978,0.40233376662152,3073,2489,MACS_J0257.6-2209_aFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img95_isl3428,-1,2.335251024591571,1436,86.2832,-47.7748,0.00047964563569,1912,2205,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img87_isl463,-1,2.3351833262245734,1437,252.8189,-73.6693,0.00721550880847,554,1484,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img2_isl1033,-1,2.335047980556745,1438,4.3279,-31.3992,0.00028163983839,1114,1775,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,69,2
img73_isl5536,-1,2.3343175072887115,1439,124.2899,-57.033,0.00143232119962,3380,1938,J0820.9-5704_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img14_isl2842,-1,2.333846835344217,1440,209.6065,-48.2019,0.00229665687604,2072,713,J1358.9-4750_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img20_isl3779,-1,2.332900115005869,1441,84.8473,-43.196,0.00242996784799,2237,2368,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img79_isl309,-1,2.3325917957512177,1442,16.4723,-48.913,0.00013711909985,316,2815,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,37,2
img55_isl2196,-1,2.331916089826076,1443,67.2851,-61.032,0.0003462772932,2516,2912,J0431.4-6126_aFix_pol_I_Farcsec_5pln_cor.FITS,74,-1
img112_isl4780,-1,2.3317521203852056,1444,314.2149,-82.851,0.00061914329494,2476,1358,J2104.9-8243_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img44_isl2357,-1,2.331301082545263,1445,6.979,-49.7206,0.00094133530637,1468,3255,J0027.3-5015_aFix_pol_I_Farcsec_5pln_cor.FITS,69,-1
img54_isl861,-1,2.331099013454095,1446,73.0658,-44.3665,0.00115133985983,523,2621,J0449.9-4440_aFix_pol_I_Farcsec_5pln_cor.FITS,61,-1
img74_isl2339,-1,2.330663364009699,1447,212.7909,-42.7718,0.00128877322088,1365,1743,J1410.4-4246_aFix_pol_I_Farcsec_5pln_cor.FITS,68,-1
img38_isl4688,-1,2.3304111827231595,1448,25.7504,-60.8952,0.00215705485336,2525,774,J0145.2-6033_aFix_pol_I_Farcsec_5pln_cor.FITS,72,-1
img101_isl6221,-1,2.329918552161334,1449,189.2106,-48.8676,0.0317967918738,3332,467,J1240.2-4825_aFix_pol_I_Farcsec_5pln_cor.FITS,70,-1
img2_isl2908,-1,2.32987453775762,1450,3.659,-30.9883,0.10816954707181,2839,3013,Abell_2751_aFix_pol_I_Farcsec_5pln_cor.FITS,98,1
img109_isl1004,-1,2.329621979277096,1451,82.721,-39.5904,0.00020427509681,650,1357,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img16_isl2633,-1,2.32927739052391,1452,77.6151,-44.815,0.00150486870171,1612,3185,J0510.2-4519_aFix_pol_I_Farcsec_5pln_cor.FITS,43,-1
img53_isl3923,-1,2.3291269518185835,1453,34.0852,-52.5634,0.07061487224883,2110,2256,J0217.2-5244_aFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img79_isl568,-1,2.328285999588193,1454,16.384,-49.6664,0.01937878211559,511,546,ElGordo_aFix_pol_I_Farcsec_5pln_cor.FITS,99,2
img70_isl1156,-1,2.328230169562279,1455,81.9338,-46.6573,0.0002908809416,803,3433,J0525.8-4715_aFix_pol_I_Farcsec_5pln_cor.FITS,37,-1
img40_isl3061,-1,2.328057804016153,1456,64.0165,-55.7512,0.03099218340481,2004,772,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,71,-1
img1_isl2421,-1,2.3278616705374104,1457,253.0175,-60.1155,0.00187260052233,2162,657,J1653.0-5943_aFix_pol_I_Farcsec_5pln_cor.FITS,44,-1
img69_isl7100,-1,2.327398324801331,1458,47.9468,-45.8539,0.00260693742936,3143,508,J0314.3-4525_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img10_isl1297,-1,2.327378977497083,1459,39.9311,-1.4638,0.00317780363325,1812,2079,Abell_370_afix_pol_I_Farcsec_5pln_cor.FITS,41,-1
img40_isl5676,-1,2.327360351930278,1460,63.1841,-55.9897,0.00027863236434,3344,74,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,79,-1
img109_isl5237,-1,2.327300948729905,1461,81.9201,-39.1155,0.10714264629831,2433,2726,J0528.9-3927_B_aFix_pol_I_Farcsec_5pln_cor.FITS,85,-1
img75_isl6402,-1,2.327111860704366,1462,97.2195,-56.6142,0.03366356535832,2707,450,J0631.3-5610_aFix_pol_I_Farcsec_5pln_cor.FITS,87,-1
img81_isl2282,-1,2.327036992520472,1463,306.1809,-55.6647,0.00784374781002,1194,1518,J2023.4-5535_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img49_isl3863,-1,2.3258003283266167,1464,122.7999,-57.2589,0.00054943610099,2341,1735,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,60,-1
img16_isl1912,-1,2.325381052497709,1465,77.8081,-45.1602,0.00062251519038,1221,2190,J0510.2-4519_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img5_isl2826,-1,2.325283516837191,1466,115.0266,-74.998,0.00013797687897,1365,2041,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,36,1
img33_isl694,-1,2.3241501714888724,1467,19.1136,0.457,0.00113023055861,835,2438,Abell_168_aFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img35_isl1267,-1,2.3237339551301006,1468,105.2421,-56.2772,0.00102194830083,749,773,J0658.5-5556_aFix_pol_I_Farcsec_5pln_cor.FITS,45,-1
img4_isl833,-1,2.3236723298788147,1469,37.0256,-41.7342,0.00246478861169,551,2230,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,47,2
img20_isl2966,-1,2.323602818320021,1470,85.0455,-43.3897,0.02515350949686,1801,1785,J0540.1-4322_aFix_pol_I_Farcsec_5pln_cor.FITS,91,-1
img72_isl5331,-1,2.323495399236491,1471,215.2016,-54.7014,0.0042055870383,2942,287,J1423.7-5412_aFix_pol_I_Farcsec_5pln_cor.FITS,46,-1
img88_isl6588,-1,2.3234865791234256,1472,357.366,-26.4612,0.00031681335088,3156,638,Abell_2667_noFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img107_isl3999,-1,2.323413934713789,1473,43.9734,-22.2814,0.00723808375865,2913,1385,MACS_J0257.6-2209_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img90_isl2002,-1,2.322911915622975,1474,17.3765,-39.8589,0.00340342640467,1202,3142,J0108.5-4020_aFix_pol_I_Farcsec_5pln_cor.FITS,68,-1
img70_isl778,-1,2.3226877551891136,1475,82.0651,-47.1435,0.02574427335794,554,2031,J0525.8-4715_aFix_pol_I_Farcsec_5pln_cor.FITS,71,-1
img4_isl2070,-1,2.322652297037872,1476,36.759,-41.3794,0.00032192110457,1120,3255,J0225.9-4154_aFix_pol_I_Farcsec_5pln_cor.FITS,37,2
img22_isl1537,-1,2.3216089573295786,1477,357.1705,-28.7767,0.0118849793432,1040,78,Abell_4038_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img62_isl1234,-1,2.3215423360075245,1478,86.169,-40.4962,0.00216169497608,728,3180,J0542.8-4100_aFix_pol_I_Farcsec_5pln_cor.FITS,54,-1
img87_isl1885,-1,2.3212974027885744,1479,251.1909,-73.8022,0.00436954348733,1891,1110,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,51,-1
img34_isl2659,-1,2.3208439836915127,1480,10.8529,-20.6259,0.07395414197032,1725,1715,Abell_2813_noFix_pol_I_Farcsec_5pln_cor.FITS,97,-1
img5_isl6814,-1,2.320432563691436,1481,112.8091,-74.6683,0.00133594665216,3045,2973,J0738.1-7506_aFix_pol_I_Farcsec_5pln_cor.FITS,46,3
img84_isl2234,-1,2.3203802633395987,1482,55.8899,-54.1883,0.01666589949944,1449,136,J0342.8-5338_aFix_pol_I_Farcsec_5pln_cor.FITS,60,-1
img49_isl2539,-1,2.320371962663388,1483,123.2264,-56.9943,0.00169768611332,1644,2534,J0812.5-5714_aFix_pol_I_Farcsec_5pln_cor.FITS,48,-1
img87_isl1341,-1,2.3197667306612257,1484,251.7835,-73.0655,0.02345071043214,1393,3263,J1645.4-7334_aFix_pol_I_Farcsec_5pln_cor.FITS,80,-1
img76_isl29,-1,2.3195407401069508,1485,22.022,-0.8004,0.00210169659085,72,3533,Abell_194_aFix_pol_I_Farcsec_5pln_cor.FITS,51,2
img32_isl2115,-1,2.319531403940188,1486,77.5563,-8.5498,0.0056627325489,2094,203,RXCJ0510.7-0801_aFix_Pol_I_Farcsec_5pln_cor.FITS,81,-1
img23_isl3959,-1,2.31904024054472,1487,335.0317,-52.676,0.00053289769461,2647,1469,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,80,-1
img32_isl1067,-1,2.3185756006226064,1488,77.8808,-8.5363,0.1143957279802,1170,241,RXCJ0510.7-0801_aFix_Pol_I_Farcsec_5pln_cor.FITS,104,-1
img90_isl680,-1,2.318387146967584,1489,17.6974,-40.3655,0.00258261293716,502,1680,J0108.5-4020_aFix_pol_I_Farcsec_5pln_cor.FITS,58,-1
img99_isl552,-1,2.318055357990274,1490,351.6873,-41.4346,0.00160090899027,858,1085,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img23_isl470,-1,2.317670746468389,1491,336.2179,-52.4022,0.00053846067154,569,2255,J2222.2-5235_aFix_pol_I_Farcsec_5pln_cor.FITS,67,-1
img7_isl294,-1,2.317597762821847,1492,151.7911,-83.5641,0.00142634019718,239,1399,J0948.6-8327_aFix_pol_I_Farcsec_5pln_cor.FITS,48,3
img40_isl5034,-1,2.3170232093692857,1493,63.3545,-55.9853,0.00024943227916,3069,90,J0416.7-5525_aFix_pol_I_Farcsec_5pln_cor.FITS,75,-1
img96_isl3604,-1,2.316930233770336,1494,233.2209,-47.4007,0.0003234727465,2833,511,J1535.1-4658_aFix_pol_I_Farcsec_5pln_cor.FITS,42,-1
img111_isl6419,-1,2.316303001608687,1495,171.7396,-41.9466,0.02591852464178,3408,2536,J1130.0-4213_aFix_pol_I_Farcsec_5pln_cor.FITS,64,-1
img99_isl905,-1,2.3159732671904774,1496,351.5128,-40.8663,0.00140960320629,1231,2723,Abell_S1121_noFix_pol_I_Farcsec_5pln_cor.FITS,53,-1
img92_isl1386,-1,2.315897881119568,1497,33.6214,-47.2954,0.03272702554313,954,1258,J0212.8-4707_aFix_pol_I_Farcsec_5pln_cor.FITS,66,-1
img65_isl71,-1,2.3156203476274952,1498,37.0159,-29.2726,0.01917793210967,119,2379,RXCJ0225.1-22928_aFix_pol_I_Farcsec_5pln_cor.FITS,59,2
img60_isl5305,-1,2.315583352574176,1499,179.9178,-46.3617,0.00036890016234,2529,1893,J1201.0-4623_aFix_pol_I_Farcsec_5pln_cor.FITS,74,1
img71_isl736,-1,2.31557478464069,1500,13.4426,-49.0993,0.00105327782658,510,169,J0051.1-4833_aFix_pol_I_Farcsec_5pln_cor.FITS,36,-1
img95_isl5032,-1,2.315233646401291,1501,85.8635,-48.2992,0.00085589470434,2714,691,J0545.5-4756_aFix_pol_I_Farcsec_5pln_cor.FITS,57,-1
img25_isl2085,-1,2.314906790981062,1502,46.3626,-77.8809,0.00207147905811,1474,1693,J0303.7-7752_aFix_pol_I_Farcsec_5pln_cor.FITS,52,-1
img67_isl5046,-1,2.313546814206332,1503,51.5164,-55.5822,0.0006502731796,2898,2197,J0328.6-5542_aFix_pol_I_Farcsec_5pln_cor.FITS,50,-1
img76_isl1367,-1,2.313019433406129,1504,20.92,-1.0571,0.00142791699365,3393,2760,Abell_194_aFix_pol_I_Farcsec_5pln_cor.FITS,49,4
img75_isl878,-1,2.3129884175782403,1505,98.62,-56.7299,0.00256762208155,491,114,J0631.3-5610_aFix_pol_I_Farcsec_5pln_cor.FITS,39,-1
img78_isl3023,-1,2.3123606471014,1506,3.4225,-30.158,0.14692230449825,2185,2486,Abell_2744_aFix_pol_I_Farcsec_5pln_cor.FITS,101,-1
img56_isl1316,-1,2.3122251915688152,1507,3.6111,-19.6872,0.00113867033721,1113,1191,Abell_13_noFix_pol_I_Farcsec_5pln_cor.FITS,49,-1
img63_isl3160,-1,2.311952814001642,1508,64.367,-11.9782,0.00014053230297,1805,1529,MACSJ0417.5-1155_aFix_pol_I_Farcsec_5pln_cor.FITS,47,-1
img104_isl2547,-1,2.311779810313712,1509,101.5218,-54.4118,0.05565788010518,1478,1171,J0645.4-5413_aFix_pol_I_Farcsec_5pln_cor.FITS,77,-1
